text,tweet_num,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_drug_labels,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
came home and we've been watching Wes Anderson films while I basically inhale tizanidine and Actiq and Norco,62364,True,True,True,True,T,T,T,T,T,"['Hydrocodone', 'Fentanyl', 'other']","['Hydrocodone', 'other']","['Hydrocodone', 'Tizanidine', 'Fentanyl']","['Hydrocodone', 'Fentanyl', 'other']","['fentanyl', 'oxycodone']",[],[],"['fentanyl', 'oxycodone']","['fentanyl', 'hydrocodone']"
Side effects of Actiq - by Dr Pandula Siribaddana - Helium,62488,False,False,False,False,F,F,T,F,T,['Fentanyl'],,['Fentanyl'],['other'],['fentanyl'],[],[],['fentanyl'],['fentanyl']
Anxiety disorder and 5 htp: FENTANYL (Actiq®) relieves pain flares anxiety disorder and 5 htp or breakthrough pain...,62527,False,False,False,False,F,T,T,F,T,"['Fentanyl', 'other']",['Fentanyl'],['Fentanyl'],"['Fentanyl', 'other']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl']
one thing abt it i'm crack a lil jokey jokey while sippin a lil drinky drink 😭😂🤌🏽,62855,False,True,True,True,T,T,T,T,F,['other'],"['other', 'Codeine']",['other'],['other'],[],[],[],[],[]
So much hard tea talk on the timeline today so naturally it was time to crack this open.,62882,False,False,True,True,F,F,F,T,F,['other'],,['other'],['other'],[],[],[],[],[]
i would never give a bitch the satisfaction of bein able to hold that over my head. i sell crack first,62948,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
"I am in the middle of humming about to crack when my substantival-less duplicator brings me hoplites (not asked for) with aroid as I kill

 So how's your day going?",62960,False,False,True,True,F,T,T,T,F,['other'],,"['Amphetamine', 'other']",['other'],[],[],[],[],[]
So Candlestick were the owners?  That is news to me! Get off the heroin pal!,63080,False,True,True,False,F,T,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"does your heart ever go:

          ♡    ♡       ♡    ♡
     ♡              ♡              ♡ 
     ♡          heroin           ♡
       ♡                            ♡
           ♡                    ♡        
                ♡         ♡ 
                      ♡",63110,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"He's just a hungry guy. There's no attitude problem. You can see it in his run blocking, which I assume went a long way with the Steelers coaching staff. Pickens is the best wideout in this class in my opinion. I honestly thought he would go to GB in 1st. Shocked they took watson",63114,False,False,False,False,F,F,F,F,F,,,['other'],,['hydrocodone'],[],[],['hydrocodone'],[]
Need this Wolves/Grizz series to go 7. This has been very entertaining bad basketball,63138,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"They kind of made up for it though, we just got the guy I would have taken in the first round in the second half of round 2, so wasn't that much of a waste. Still don't think Pickett will ever be our starter though. Hope I'm wrong, Canada offense is designed for him.",63152,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
Keith Richards is literally freebasing heroin right now and he will outlive you.,63177,True,True,True,True,T,T,T,T,T,['other'],"['Heroin', 'other']","['Heroin', 'other']",['other'],[],[],[],[],[]
'Heroin-coated yarn': How traffickers smuggled ₹450 cr worth heroin into India,63184,True,True,True,True,T,T,T,T,T,['other'],['other'],"['Heroin', 'other']",['other'],[],[],[],[],[]
my brain has slept like 6 hours in the past 3 days and its telling me to kill people,63225,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"You're a good sport Jack. You're not just pulling it off, you're rocking it!",63242,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
Nothing better than the best sheriff to watch over the city like my husband David!,63280,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"brb, obtaining an Rx for heroin to treat my ""hysteria""",63388,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],"['Heroin', 'other']",[],[],[],[],[]
They won't take a QB at 6,63574,False,False,False,False,F,F,F,F,F,,,,,[],[],[],[],[]
"im sorry to say this, i was devastated about it too. Its heroine, not heroin :(",63594,False,True,True,False,F,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
Go buy one if you love me mwah,63625,False,False,False,True,F,F,T,T,F,,,['other'],['other'],[],[],[],[],[]
i imagine heroin feeling like calling someone back and them not answering,63662,False,True,True,True,F,F,F,F,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
if u buy drawls at the thrift you a nasty ass heroin taking fiend 🤨,63680,True,True,True,True,T,T,T,T,T,['other'],['other'],"['Heroin', 'other']",['other'],[],[],[],[],[]
"We Went Outside to Touch Grass, What Happens Next Might Shock You!!! (HEROIN???)",63700,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Semantic error, wyel needs s2 its too short, heroin webseries cuz it ended in a cliffhanger",63729,False,False,True,True,F,T,F,T,T,['other'],,['other'],['other'],['phencyclidine'],['phencyclidine'],[],[],[]
Oh damn man. I was being super serious.,63807,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"Shameful -  taking money from Danny Kinahan, while the cunts flooding Ireland with heroin as people like me were trying to stop it.",63823,True,True,True,True,T,F,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
Comes with a bottle of heroin for a housewarming gift.,63882,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"I'm not sure, but I've read that quitting cigarettes is harder than quitting heroin.",63904,False,False,False,False,F,F,F,F,T,['other'],,['other'],"['Morphine', 'other']",[],[],[],[],[]
"2 illegal immigrants smuggling $700K in heroin, authorities say",63955,True,True,True,True,T,T,F,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
"Bro. Don't forget, he's Keith Richard's son. Good Anti whiskey and heroin genes.",64018,True,True,True,True,F,T,F,T,T,['other'],['other'],"['Whiskey', 'Heroin']","['Morphine', 'other']",[],[],[],[],[]
I never thought you'd be a junkie because heroin is so passe.,64036,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
// oh sorry.  He has been the translator.  I will put another mention.,64062,False,False,False,False,F,F,F,F,F,,,"['other', 'Codeine']",,[],[],[],[],[]
"#Baseball fans are junkies, and their heroin is the statistic.",64069,False,True,True,True,F,F,F,T,T,['other'],['other'],['Heroin'],['Heroin'],[],[],[],[],[]
"Crack fentanyl heroin codeine cocaíne marijuana lsd meth adderall speed pcp ecstasy ketamine xanax shrooms morphine tramadol  Ben-u-ron benadryl paracetamol
My favs <3",64085,True,True,True,True,T,T,T,T,T,"['Amphetamine', 'Ketamine', 'Phencyclidine', 'Psilocybin', 'other', 'Codeine', 'Diphenhydramine', 'LSD', 'Methamphetamine', 'MDMA', 'Morphine', 'Fentanyl', 'Marijuana']","['Amphetamine', 'Ketamine', 'Phencyclidine', 'Oxycodone', 'Psilocybin', 'other', 'Codeine', 'Diphenhydramine', 'LSD', 'Methamphetamine', 'MDMA', 'Morphine', 'Fentanyl', 'Marijuana']","['Amphetamine', 'Alprazolam', 'Buprenorphine', 'Heroin', 'Ketamine', 'Phencyclidine', 'Tramadol', 'Psilocybin', 'Codeine', 'Diphenhydramine', 'Cocaine', 'LSD', 'Methamphetamine', 'MDMA', 'Morphine', 'Paracetamol', 'Fentanyl', 'Marijuana']","['Amphetamine', 'Ketamine', 'Phencyclidine', 'Benzoylecgonine', 'Psilocybin', 'other', 'Codeine', 'Diphenhydramine', 'LSD', 'Methamphetamine', 'MDMA', 'Morphine', 'Fentanyl', 'Marijuana']","['diphenhydramine', 'methamphetamine', 'lsd', 'phencyclidine', 'codeine', 'ketamine', 'mdma', 'fentanyl', 'morphine', 'amphetamine']","['methamphetamine', 'lsd', 'ketamine', 'codeine', 'fentanyl', 'morphine']","['diphenhydramine', 'methamphetamine', 'lsd', 'ketamine', 'codeine', 'mdma', 'fentanyl', 'morphine']","['methamphetamine', 'lsd', 'phencyclidine', 'codeine', 'ketamine', 'fentanyl', 'morphine', 'amphetamine']","['methamphetamine', 'lsd', 'phencyclidine', 'codeine', 'ketamine', 'fentanyl', 'morphine', 'amphetamine']"
Pretty sure heroin is illegal yet business is booming still in  NY. So you'll just create another underground thing.,64118,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
I just finished reading the Mark Lanegan book which is about 300+ pages of him scoring heroin or crack and maybe 25 pages about music. Doesn't even get to Bubblegum-era. Pretty tragic. Not recommended for folks who view him fondly.,64120,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"Coning out of heavy ""heroin"" sedation, already beaten to death.LOSE ALL SON SIDE.",64218,True,True,True,True,T,T,T,T,T,['other'],['other'],"['Morphine', 'other']",['other'],[],[],[],[],[]
Flying J gas stations smells like bbq sauce and heroin,64253,False,True,True,True,F,T,F,T,T,['other'],['other'],"['Heroin', 'other']",['other'],[],[],[],[],[]
"No disrespect but what if #Fentanyl in the heroin was spawned from some ER professionals Horse Stable out in Dakota, Idaho.  No potato's his wife is working for the #NYPD no advance, sprinkle crack on  The white evil will auto love we for littering🍌on the streets",64395,True,True,True,True,T,T,T,T,T,"['Fentanyl', 'other']","['Fentanyl', 'other']","['Heroin', 'Fentanyl', 'other']","['Fentanyl', 'other']","['fentanyl', 'lsd']","['fentanyl', 'lsd']",['fentanyl'],['fentanyl'],['fentanyl']
imyt but im gg to sleep now 😭 gn,64414,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
Do you also think that leaded gasoline and Bayer brand heroin should still be sold?,64507,True,True,True,True,F,F,F,T,T,['other'],['other'],['other'],['other'],[],[],[],[],[]
"And then even if Willis is grabbed by Atlanta or Seattle or New Orleans, it means there's an extra blue chip player or two in there somewhere when we're up at 20.",64698,False,False,False,False,F,F,F,F,F,,,['other'],,['methamphetamine'],['methamphetamine'],[],['fentanyl'],[]
This church deals heroin. It literally has no Biblical right to say the Holy Spirit is there. They are also cowards and backbiters like the Hess/Dedmon family.,64781,True,True,True,True,T,T,T,T,T,['other'],['other'],['Heroin'],['other'],[],[],[],[],[]
Rubix cubes were invented to give Xers something to do when the heroin kicked in,64797,True,True,True,True,T,T,T,T,T,"['other', 'MDMA']",['other'],"['Heroin', 'other']",['other'],['psilocybin'],['psilocybin'],['lsd'],[],[]
I never had a pair! I need them to redrop,64806,False,False,False,False,F,T,T,T,F,,,['other'],['other'],[],[],[],[],[]
My friend doesnt crack his back neck fingers he only cracks his Feet. Disgusting,64880,False,False,False,False,F,F,F,F,F,,,,,[],[],[],[],[]
I'm ready to go bro. My supervisor tryna crack jokes to lighten the mood about being at a meeting and they're all ass .,64888,False,False,False,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
Give the crack to the kids who the hell cares,65159,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
Scientists with NASA's MMS Mission Crack 60-Year Mystery of Fast Magnetic Explosions!,65271,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
Cumbria in Bloom gets social to encourage gardeners to share:,65393,False,False,False,False,F,F,F,F,F,,,['Codeine'],,[],[],[],[],[]
Yeah day by day the first outcome is thankfully looking less likely at least but wowee that's gonna be a heafty debt to the west,65597,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
Just look up way to crack it… maybe dm some editors 🤷‍♂️… I wish I could help but ima manager 😂,65708,False,True,True,False,F,T,T,F,F,,['other'],['other'],['other'],[],[],[],[],[]
the one day i can catch up on some sleep my parents wake me at the crack of dawn to go hiking,65729,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"the precise, too micro, and thoughtlessness filled with the crack, and it developed.",65792,False,True,True,True,F,T,T,T,F,['other'],['other'],['other'],['other'],[],[],[],[],[]
wdw pls stop going live at the crack of dawn or while i'm working thank youu 😂,65799,False,False,False,False,F,F,F,F,F,,,['other'],,[],[],[],[],[]
"Comedian Nikki Glaser takes a crack at reality TV in her new show, Welcome Home Nikki Glaser? -- with ABC 1-on-1 audio",65840,False,False,False,False,F,F,F,F,F,['other'],,['other'],,[],[],[],[],[]
Ever seen a nigga keep it real then he change up,65956,False,False,True,False,F,F,F,F,F,,,['other'],['other'],[],[],[],[],[]
"gmgOFbPAeOfeIM - Hold the line, please promethazine without codeine street value  As the overall Marine commander ...",66051,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['Codeine', 'Diphenhydramine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
What if she got Rue high on morphine so she can sell her???????,66136,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Bankroll Bird - Codeine & Adderall
• 🎹: 
• 🎥: TheFlyFamily
 #RIPPrince",66174,True,True,True,True,T,T,T,T,T,"['Amphetamine', 'Codeine']","['Amphetamine', 'Codeine']","['Amphetamine', 'Codeine']","['Amphetamine', 'Codeine']","['codeine', 'amphetamine']",['codeine'],['codeine'],"['codeine', 'amphetamine']","['codeine', 'amphetamine']"
Pour my codeine into a bigger hot New Orleans cream and sugar,66361,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['methamphetamine', 'codeine']","['methamphetamine', 'codeine']",['codeine'],['codeine'],['codeine']
Im tryin to ride down ocean drive sippin codeine with the top down,66474,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Ion Even Po Codeine, Got To Saddity Fa Da Lean.",66490,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
I've been sippin' on nothing but codeine the whole week 🍼🍇😻👅,66500,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Lol my family hates my trap/coke hyena/codeine music. Their like you ain't about that life. True but its turnt.,66591,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Codeine and some moutain dew you never see what i go through.,66609,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']","['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
"Seriously tho, I could get prescribed some promethazine/codeine w/ this cough that I have lol",66669,False,True,True,False,F,T,T,T,T,"['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Yes! Just had my 'long release' Morphine tablet (which they all stood around evidencing, for the record, so to speak🤷🏽‍♂️) x",66675,False,True,True,False,F,T,T,T,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
